Summary
[Data Information]
Data is:,Measurement Data
456.0,-0.000
457.0,0.000
458.0,-0.000
459.0,-0.000
460.0,-0.000
461.0,0.000
462.0,-0.000
463.0,-0.000
464.0,-0.000
465.0,-0.000
466.0,0.000
467.0,0.000
468.0,-0.000
469.0,-0.000
470.0,-0.000
471.0,-0.000
472.0,0.000
473.0,0.000
474.0,0.000
475.0,0.000
476.0,-0.000
477.0,0.000
478.0,-0.000
479.0,-0.000
480.0,-0.000
481.0,0.000
482.0,0.000
483.0,-0.000
484.0,0.000
485.0,-0.000
486.0,-0.000
487.0,-0.000
488.0,-0.000
489.0,-0.000
490.0,-0.000
491.0,-0.000
492.0,0.000
493.0,-0.000
494.0,-0.000
495.0,-0.000
496.0,-0.000
497.0,-0.000
498.0,-0.000
499.0,-0.000
500.0,-0.000
501.0,-0.000
502.0,-0.000
503.0,-0.000
504.0,-0.000
505.0,0.000
506.0,-0.000
507.0,-0.000
508.0,-0.000
509.0,-0.000
510.0,-0.000
511.0,-0.000
512.0,0.000
513.0,-0.000
514.0,-0.000
515.0,-0.000
516.0,-0.000
517.0,-0.000
518.0,-0.000
519.0,-0.000
520.0,-0.000
521.0,-0.000
522.0,0.000
523.0,-0.000
524.0,-0.000
525.0,0.000
526.0,-0.000
527.0,0.000
528.0,-0.000
529.0,0.000
530.0,-0.000
531.0,-0.000
532.0,-0.000
533.0,-0.000
534.0,-0.000
535.0,-0.000
536.0,-0.000
537.0,0.000
538.0,0.000
539.0,-0.000
540.0,-0.000
541.0,-0.000
542.0,-0.000
543.0,0.000
544.0,-0.000
545.0,0.000
546.0,0.000
547.0,-0.000
548.0,0.000
549.0,0.000
550.0,0.000
551.0,-0.000
552.0,-0.000
553.0,0.000
554.0,-0.000
555.0,0.000
556.0,-0.000
557.0,0.000
558.0,-0.000
559.0,0.000
560.0,-0.000
561.0,0.000
562.0,-0.000
563.0,0.000
564.0,0.000
565.0,0.000
566.0,0.000
567.0,0.000
568.0,-0.000
569.0,0.000
570.0,-0.000
571.0,0.000
572.0,0.000
573.0,0.000
574.0,0.000
575.0,-0.000
576.0,0.000
577.0,0.000
578.0,-0.000
579.0,-0.000
580.0,-0.000
581.0,0.000
582.0,0.000
583.0,0.000
584.0,0.000
585.0,0.000
586.0,-0.000
587.0,0.000
588.0,0.000
589.0,0.000
590.0,-0.000
591.0,0.000
592.0,0.000
593.0,0.000
594.0,-0.000
595.0,-0.000
596.0,-0.000
597.0,0.000
598.0,-0.000
599.0,0.000
600.0,0.000
601.0,0.000
602.0,0.000
603.0,-0.000
604.0,-0.000
605.0,0.000
606.0,0.000
607.0,0.000
608.0,0.000
609.0,0.000
610.0,0.000
611.0,0.000
612.0,0.000
613.0,0.000
614.0,0.000
615.0,0.000
616.0,0.000
617.0,0.000
618.0,0.000
619.0,0.000
620.0,0.000
621.0,0.000
622.0,0.000
623.0,0.000
624.0,0.000
625.0,0.000
626.0,0.000
627.0,0.000
628.0,0.000
629.0,0.000
630.0,0.000
631.0,0.000
632.0,0.000
633.0,0.000
634.0,0.000
635.0,0.000
636.0,-0.000
637.0,-0.000
638.0,0.000
639.0,0.000
640.0,0.000
641.0,0.000
642.0,0.000
643.0,0.000
644.0,0.000
645.0,0.000
646.0,0.000
647.0,0.000
648.0,0.000
649.0,0.000
650.0,0.000
651.0,0.000
652.0,0.000
653.0,0.000
654.0,0.000
655.0,0.000
656.0,0.000
657.0,0.000
658.0,0.000
659.0,0.000
660.0,0.000
661.0,0.000
662.0,0.000
663.0,0.000
664.0,0.000
665.0,0.000
